,Part Number,Price,Margin,Quantity,Sales Last Year - Jan,Sales Last Year - Feb,Sales Last Year - Mar,Sales Last Year - Apr,Sales Last Year - May,Sales Last Year - Jun,Sales Last Year - Jul,Sales Last Year - Aug,Sales Last Year - Sep,Sales Last Year - Oct,Sales Last Year - Nov,Last Year Total Sales,Sales - Jan,Sales - Feb,Sales - Mar,Sales - Apr,Sales - May,Sales - Jun,Sales - Jul,Sales - Aug,Sales - Sep,Sales - Oct,Sales - Nov,Total Sales,Sales Last Week,Sales Last 2 Weeks,Sales Last Month,Sales Last 3 Months,Sales Last 6 Months,Sales Last 9 Months,Sales Last 12 Months,Sales Last 2 Years,Sales Last 3 Years,Sales Last 4 Years,Sales Last 5 Years,Cost Per Unit,Total Cost,Margin %,Obsolete
35631,540,19.49,10.23,41,0,0,0,0,0,0,0,0,0,0,0,0,58,62,-89,69,65,-128,-76,0,0,0,0,-39,84,-55,117,-89,-39,-39,-39,-39,-39,-39,-39,9.259999999999998,379.6599999999999,52.49,0
35633,11427721779,32.99,16.74,73,0,0,0,0,0,0,0,0,0,0,0,0,17,18,47,37,45,46,44,0,0,0,0,-2,20,51,-113,-17,-2,-2,-2,-1,-1,-1,-1,16.250000000000004,1186.2500000000002,50.74,0
41311,410159516,23.99,9.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,14.939999999999998,14.939999999999998,37.72,1
44498,1802-0346,274.99,105.615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,169.375,169.375,38.41,0
48751,2879768-266-T,350.99,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,350.99,350.99,0.0,1
49105,2882864-156,129.99,39.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,90.99000000000001,90.99000000000001,30.0,1
57775,T2405631-HN,2511.99,1786.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,725.3999999999999,725.3999999999999,71.12,1
58660,T2049301,59.99,27.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,4,32.480000000000004,32.480000000000004,45.86,1
60472,53214-371-010-AM,19.99,9.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,10.659999999999998,10.659999999999998,46.67,0
60473,53213-MB4-771-AM,19.99,9.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,10.259999999999998,10.259999999999998,48.67,0
60474,91016-KT8-005-AM,59.99,26.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,33.64,33.64,43.92,0
60501,361-0380,64.99,30.19,3,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8,104.39999999999999,46.45,1
60502,361-3192,52.99,29.18,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.810000000000002,23.810000000000002,55.07,1
60536,7072767,175.99,79.97,3,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.02000000000001,288.06000000000006,45.44,1
60810,555-06475,89.99,27.0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,62.989999999999995,62.989999999999995,30.0,0
60925,286140306,334.99,117.25,1,0,1,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,217.74,217.74,35.0,0
60994,T3990061,333.99,127.78,2,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.21,412.42,38.26,1
61014,314-A3609,31.99,11.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,20.769999999999996,20.769999999999996,35.07,0
61082,66-12370,94.99,44.23,2,0,0,0,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,7,9,50.76,101.52,46.56,0
61123,66-14841,349.99,188.45,4,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.54000000000002,646.1600000000001,53.84,1
61127,501-514S,1.99,1.39,16,0,0,0,0,-18,2,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,-16,-16,-16,-16,0.6000000000000001,9.600000000000001,69.85,0
61137,501-515S,1.99,1.65,46,0,0,0,0,4,-40,0,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,-34,-26,-20,-20,-20,0.3400000000000001,15.640000000000004,82.91,0
61266,1120-0363,209.99,96.97,2,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,113.02000000000001,226.04000000000002,46.18,0
61461,372405,220.99,119.93,2,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.06,202.12,54.27,1
61464,T2022080,340.99,231.65,1,0,0,0,-2,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,109.34,109.34,67.93,0
61557,381132,159.99,41.0,3,0,1,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,118.99000000000001,356.97,25.63,0
61662,2879577-01,259.99,78.0,1,0,0,0,0,0,0,1,0,1,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,1,2,2,2,2,181.99,181.99,30.0,0
61721,MBTS14160-37,137.99,69.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,68.99000000000001,137.98000000000002,50.0,1
61894,5454138-463,134.99,67.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,67.50000000000001,67.50000000000001,50.0,0
61933,286963409,179.99,63.0,3,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,116.99000000000001,350.97,35.0,1
61955,7517305,5.99,2.7,6,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3.29,19.740000000000002,45.08,1
62831,65010243C,157.99,50.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,107.48000000000002,107.48000000000002,31.97,1
63105,76227922743,399.99,160.59,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,239.4,478.8,40.15,0
63353,46545A097C0,186.99,60.34,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,126.65,126.65,32.27,0
63354,46545A097C1,399.99,128.6,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,271.39,271.39,32.15,0
63646,MTSS20021-S,46.99,17.09,3,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,29.900000000000002,89.7,36.37,1
63647,MTPS20532-S,474.99,166.25,1,0,0,1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,308.74,308.74,35.0,0
63796,7556120,3.99,1.99,10,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,2.0,20.0,49.87,1
63840,286095012,84.99,63.74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,21.249999999999993,21.249999999999993,75.0,1
64313,564P1402AJ,393.99,118.45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.54,275.54,30.06,1
64778,381134,159.99,31.03,2,0,0,0,0,0,0,0,0,0,1,1,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,128.96,257.92,19.39,0
65046,93050071A,23.99,11.55,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,28,12.439999999999998,373.19999999999993,48.15,1
65198,4016936-385,256.99,102.8,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.19,154.19,40.0,1
65234,71607707369,103.99,33.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,70.1,70.1,32.59,1
65254,4990005108,68.99,68.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,100.0,0
65272,286092912,46.99,35.24,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,11.75,11.75,74.99,0
65309,07119930840,3.99,1.92,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,-4,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,2.0700000000000003,45.540000000000006,48.12,0
65391,11151335756,103.99,33.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,70.19999999999999,70.19999999999999,32.49,0
65505,26111230414,6.99,2.46,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,-4,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,4.53,95.13000000000001,35.19,0
65533,31427660426,6.99,3.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,3.8200000000000003,3.8200000000000003,45.35,0
65630,46522301583,10.99,4.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.970000000000001,6.970000000000001,36.58,1
65789,77145A5A561,371.99,119.25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.74,1516.44,32.06,1
65815,77417921898,318.99,102.35,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,216.64000000000001,649.9200000000001,32.09,1
65917,7121897,299.95,123.89,2,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,2,2,2,2,176.06,352.12,41.3,0
66029,34117660850,42.99,14.26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,28.730000000000004,86.19000000000001,33.17,1
66094,2889145-VBA,269.99,81.0,2,0,0,0,1,1,1,0,0,0,0,0,3,0,0,3,0,-1,0,0,0,0,0,0,2,0,0,-1,2,2,2,5,5,5,5,5,188.99,377.98,30.0,0
66116,1811-3411,820.95,532.11,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,3,5,5,5,288.84000000000003,1155.3600000000001,64.82,0
66129,97180061A,250.99,150.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,100.0,100.0,60.16,0
66195,2890218,429.99,129.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.99,3009.9,30.0,1
66679,A9708875,188.99,66.14,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,122.85000000000001,122.85000000000001,35.0,0
66706,T1290024,4.99,2.83,11,7,0,3,0,6,7,2,2,0,0,0,33,2,0,2,6,2,4,0,0,0,0,0,16,0,0,8,14,16,20,56,106,-128,-127,-125,2.16,23.76,56.71,0
66914,31428548880,120.99,44.19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,76.8,537.6,36.52,0
66937,77148354993,34.99,11.72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.270000000000003,46.540000000000006,33.5,0
66946,31428396077,48.99,14.43,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,-2,0,0,0,0,0,2,0,0,0,0,2,2,2,2,2,2,2,34.56,276.48,29.45,0
66968,31422314723,110.99,42.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,68.19999999999999,68.19999999999999,38.55,0
66977,77402451375,1256.99,452.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,804.38,804.38,36.01,0
67173,77439457027,182.99,51.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,131.27,131.27,28.26,1
67194,23127705087,31.99,11.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,1,1,1,1,1,1,1,1,1,20.32,60.96,36.48,0
67195,2883998-156,424.99,127.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,297.49,297.49,30.0,1
67203,81810402A,79.99,24.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,55.91,55.91,30.1,1
67227,2207725,166.99,66.8,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,5,6,6,6,100.19000000000001,400.76000000000005,40.0,0
67285,07129906088,10.99,4.43,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,5,0,-2,2,2,5,5,5,5,5,5,5,6.5600000000000005,65.60000000000001,40.31,0
67575,18127716478,68.99,20.03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,0,0,0,0,2,0,0,-2,2,2,2,2,2,2,2,2,48.959999999999994,97.91999999999999,29.03,0
67709,23417675530,23.99,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.74,16.74,30.22,1
67809,36148406798,93.99,27.03,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,66.96,736.56,28.76,0
67870,46545A097B9,105.99,30.39,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,75.6,75.6,28.67,0
67918,46548520067,329.99,115.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,214.02,214.02,35.14,0
67919,46548520069,114.99,40.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,74.49,74.49,35.22,0
68297,2889807-266,359.99,108.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,251.99,503.98,30.0,1
68436,07129907381,5.99,2.47,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,2,0,0,0,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,3.52,137.28,41.24,0
68437,46519909279,11.99,4.8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,0,4,-2,0,0,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,7.19,201.32000000000002,40.03,0
68444,66910011E,7.99,2.887,102,0,0,0,0,0,0,0,0,0,0,0,0,16,8,2,8,12,36,14,0,0,0,0,96,0,16,62,80,96,96,96,96,-98,-14,124,5.103,520.506,36.13,0
68482,88650561A,4.99,2.4267,20,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,12,4,6,0,0,0,0,0,30,0,2,10,28,30,30,30,30,52,72,-127,2.5633000000000004,51.266000000000005,48.63,0
68502,88650511A,4.99,2.39,73,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,4,0,0,20,0,0,0,0,56,0,20,20,40,56,56,56,56,127,-69,98,2.6,189.8,47.9,0
68581,286285303,299.99,105.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,194.99,389.98,35.0,1
68593,2884600-266,129.99,39.0,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,-1,1,0,0,0,0,2,0,1,2,2,3,3,3,3,3,3,3,90.99000000000001,818.9100000000001,30.0,0
68602,286093306,84.99,29.75,2,0,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,55.239999999999995,110.47999999999999,35.0,1
68657,107A105,38.99,13.65,8,0,1,0,1,4,0,-1,0,0,0,0,5,1,0,2,3,2,0,1,0,0,0,0,9,0,1,3,8,9,8,14,14,14,14,14,25.340000000000003,202.72000000000003,35.01,0
68687,4402-0928,484.99,193.23,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,-1,0,0,0,0,0,0,1,0,0,-1,1,2,2,2,2,2,2,2,291.76,583.52,39.84,0
68734,63238557203,105.99,36.69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,-1,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,3,69.3,138.6,34.62,0
68765,987700895,44.99,20.27,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,24.720000000000002,24.720000000000002,45.05,0
68797,028578,3.49,2.73,55,0,9,8,8,8,2,5,2,2,0,0,51,1,0,2,4,1,4,2,0,0,0,0,14,2,4,7,14,16,23,80,-107,-59,-59,-59,0.7600000000000002,41.80000000000001,78.22,0
68842,286970612,59.99,35.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,24.0,24.0,59.99,1
68844,T2020475,56.99,28.58,7,0,1,2,0,2,0,2,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,2,-2,0,2,2,2,4,15,21,28,32,38,28.410000000000004,198.87000000000003,50.15,0
68855,2889144-VBA,489.99,147.0,3,0,3,0,1,2,0,0,0,0,0,0,7,0,0,1,0,1,0,-1,0,0,0,0,1,-1,-1,0,1,1,1,8,8,8,8,8,342.99,1028.97,30.0,0
69189,2890036-VBB,139.99,42.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,97.99000000000001,489.95000000000005,30.0,1
69191,286094103,99.99,89.99,3,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,10.0,30.0,90.0,0
69238,85250241A,0.99,0.7975,26,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,23,19,5,10,0,0,0,0,65,2,10,34,64,65,65,65,65,-119,-70,-45,0.1925,5.005,80.56,0
69389,T2201094,16.99,6.47,1,0,0,0,0,0,0,2,0,0,0,0,2,1,3,0,0,0,1,-1,0,0,0,0,4,-1,-1,0,3,4,6,7,7,8,11,13,10.52,10.52,38.08,0
69555,T1260495,528.99,185.36,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,343.63,343.63,35.04,1
69811,A9518102,255.99,90.24,2,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,165.75,331.5,35.25,1
69887,T1290131,111.99,39.69,1,0,0,0,1,0,0,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,4,8,12,14,28,72.3,72.3,35.44,0
70148,T1169019,80.99,28.62,2,0,0,0,0,0,0,0,0,2,2,0,4,-2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,2,2,2,2,2,2,52.36999999999999,104.73999999999998,35.34,0
70211,T2400642,3.99,1.96,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,1,1,1,1,1,2.0300000000000002,2.0300000000000002,49.12,0
70523,1240060-T0301,13.99,5.0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,3,-3,3,0,0,0,0,0,0,0,3,0,0,0,3,3,6,6,23,29,29,29,8.99,44.95,35.74,0
70554,A9838068,103.99,37.04,3,0,0,0,0,2,-1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,3,7,9,9,9,66.94999999999999,200.84999999999997,35.62,0
70569,A9500988,230.99,81.49,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-1,0,2,1,0,0,0,0,0,3,0,0,3,3,3,4,4,4,4,4,4,149.5,448.5,35.28,0
70704,07119904924,5.99,2.79,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-4,4,0,0,0,0,8,2,4,8,8,8,8,8,8,8,8,8,3.2,25.6,46.58,0
70764,83212365958,20.99,10.99,39,0,0,0,0,0,0,0,0,0,0,0,0,9,23,32,87,-110,57,39,0,0,0,0,-119,9,55,9,-128,-119,-119,-119,-115,-115,-115,-115,9.999999999999998,389.99999999999994,52.36,0
